uniprot_id,protein,gene,description
Q5JRX3,PREP_HUMAN,PITRM1,"Presequence protease, mitochondrial"
P61925,IPKA_HUMAN,PKIA,cAMP-dependent protein kinase inhibitor alpha
P14618,KPYM_HUMAN,PKM,Pyruvate kinase PKM
Q9Y263,PLAP_HUMAN,PLAA,Phospholipase A-2-activating protein
Q9BRC7,PLCD4_HUMAN,PLCD4,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4"
Q15111,PLCL1_HUMAN,PLCL1,Inactive phospholipase C-like protein 1
Q15149,PLEC_HUMAN,PLEC,Plectin
Q96S99,PKHF1_HUMAN,PLEKHF1,Pleckstrin homology domain-containing family F member 1
Q9HBL7,PLRKT_HUMAN,PLGRKT,Plasminogen receptor (KT)
Q99541,PLIN2_HUMAN,PLIN2,Perilipin-2
O60664,PLIN3_HUMAN,PLIN3,Perilipin-3
Q96Q06,PLIN4_HUMAN,PLIN4,Perilipin-4
Q00G26,PLIN5_HUMAN,PLIN5,Perilipin-5
P26678,PPLA_HUMAN,PLN,Cardiac phospholamban
Q04941,PLP2_HUMAN,PLP2,Proteolipid protein 2
O94903,PLPHP_HUMAN,PLPBP,Pyridoxal phosphate homeostasis protein
P13797,PLST_HUMAN,PLS3,Plastin-3
Q8IYS1,P20D2_HUMAN,PM20D2,Peptidase M20 domain-containing protein 2
O15305,PMM2_HUMAN,PMM2,Phosphomannomutase 2
Q10713,MPPA_HUMAN,PMPCA,Mitochondrial-processing peptidase subunit alpha
O75439,MPPB_HUMAN,PMPCB,Mitochondrial-processing peptidase subunit beta
Q9NVS9,PNPO_HUMAN,PNPO,Pyridoxine-5'-phosphate oxidase
Q8TCS8,PNPT1_HUMAN,PNPT1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"
Q15181,IPYR_HUMAN,PPA1,Inorganic pyrophosphatase
Q9H2U2,IPYR2_HUMAN,PPA2,"Inorganic pyrophosphatase 2, mitochondrial"
P02775,CXCL7_HUMAN,PPBP,Platelet basic protein
P62937,PPIA_HUMAN,PPIA,Peptidyl-prolyl cis-trans isomerase A
P23284,PPIB_HUMAN,PPIB,Peptidyl-prolyl cis-trans isomerase B
P45877,PPIC_HUMAN,PPIC,Peptidyl-prolyl cis-trans isomerase C
Q08752,PPID_HUMAN,PPID,Peptidyl-prolyl cis-trans isomerase D
P30405,PPIF_HUMAN,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"
Q9Y3C6,PPIL1_HUMAN,PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1
Q9H2H8,PPIL3_HUMAN,PPIL3,Peptidyl-prolyl cis-trans isomerase-like 3
P35813,PPM1A_HUMAN,PPM1A,Protein phosphatase 1A
O75688,PPM1B_HUMAN,PPM1B,Protein phosphatase 1B
Q9Y570,PPME1_HUMAN,PPME1,Protein phosphatase methylesterase 1
P62136,PP1A_HUMAN,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit
P62140,PP1B_HUMAN,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit
P36873,PP1G_HUMAN,PPP1CC,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit
O60237,MYPT2_HUMAN,PPP1R12B,Protein phosphatase 1 regulatory subunit 12B
Q96C90,PP14B_HUMAN,PPP1R14B,Protein phosphatase 1 regulatory subunit 14B
P41236,IPP2_HUMAN,PPP1R2,Protein phosphatase inhibitor 2
Q16821,PPR3A_HUMAN,PPP1R3A,Protein phosphatase 1 regulatory subunit 3A
Q15435,PP1R7_HUMAN,PPP1R7,Protein phosphatase 1 regulatory subunit 7
P67775,PP2AA_HUMAN,PPP2CA,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
P30153,2AAA_HUMAN,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
P63151,2ABA_HUMAN,PPP2R2A,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
Q15172,2A5A_HUMAN,PPP2R5A,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform
Q08209,PP2BA_HUMAN,PPP3CA,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
P16298,PP2BB_HUMAN,PPP3CB,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform
P63098,CANB1_HUMAN,PPP3R1,Calcineurin subunit B type 1
P53041,PPP5_HUMAN,PPP5C,Serine/threonine-protein phosphatase 5
Q9UPN7,PP6R1_HUMAN,PPP6R1,Serine/threonine-protein phosphatase 6 regulatory subunit 1
Q8NI37,PPTC7_HUMAN,PPTC7,Protein phosphatase PTC7 homolog
Q06830,PRDX1_HUMAN,PRDX1,Peroxiredoxin-1
P32119,PRDX2_HUMAN,PRDX2,Peroxiredoxin-2
P30048,PRDX3_HUMAN,PRDX3,"Thioredoxin-dependent peroxide reductase, mitochondrial"
Q13162,PRDX4_HUMAN,PRDX4,Peroxiredoxin-4
P30044,PRDX5_HUMAN,PRDX5,"Peroxiredoxin-5, mitochondrial"
P30041,PRDX6_HUMAN,PRDX6,Peroxiredoxin-6
Q9HCU5,PREB_HUMAN,PREB,Prolactin regulatory element-binding protein
P51888,PRELP_HUMAN,PRELP,Prolargin
P48147,PPCE_HUMAN,PREP,Prolyl endopeptidase
Q8TCU6,PREX1_HUMAN,PREX1,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein"
Q13131,AAPK1_HUMAN,PRKAA1,5'-AMP-activated protein kinase catalytic subunit alpha-1
P54646,AAPK2_HUMAN,PRKAA2,5'-AMP-activated protein kinase catalytic subunit alpha-2
O43741,AAKB2_HUMAN,PRKAB2,5'-AMP-activated protein kinase subunit beta-2
P17612,KAPCA_HUMAN,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha
P54619,AAKG1_HUMAN,PRKAG1,5'-AMP-activated protein kinase subunit gamma-1
P10644,KAP0_HUMAN,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit
P13861,KAP2_HUMAN,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit
Q04759,KPCT_HUMAN,PRKCQ,Protein kinase C theta type
P14314,GLU2B_HUMAN,PRKCSH,Glucosidase 2 subunit beta
P78527,PRKDC_HUMAN,PRKDC,DNA-dependent protein kinase catalytic subunit
Q13976,KGP1_HUMAN,PRKG1,cGMP-dependent protein kinase 1
O75569,PRKRA_HUMAN,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A
Q99873,ANM1_HUMAN,PRMT1,Protein arginine N-methyltransferase 1
O14744,ANM5_HUMAN,PRMT5,Protein arginine N-methyltransferase 5
P60891,PRPS1_HUMAN,PRPS1,Ribose-phosphate pyrophosphokinase 1
Q14558,KPRA_HUMAN,PRPSAP1,Phosphoribosyl pyrophosphate synthase-associated protein 1
O60256,KPRB_HUMAN,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2
Q86TP1,PRUN1_HUMAN,PRUNE1,Exopolyphosphatase PRUNE1
Q9BRX8,PXL2A_HUMAN,PRXL2A,Peroxiredoxin-like 2A
P07602,SAP_HUMAN,PSAP,Prosaposin
P25786,PSA1_HUMAN,PSMA1,Proteasome subunit alpha type-1
P25787,PSA2_HUMAN,PSMA2,Proteasome subunit alpha type-2
P25788,PSA3_HUMAN,PSMA3,Proteasome subunit alpha type-3
P25789,PSA4_HUMAN,PSMA4,Proteasome subunit alpha type-4
P28066,PSA5_HUMAN,PSMA5,Proteasome subunit alpha type-5
P60900,PSA6_HUMAN,PSMA6,Proteasome subunit alpha type-6
O14818,PSA7_HUMAN,PSMA7,Proteasome subunit alpha type-7
P20618,PSB1_HUMAN,PSMB1,Proteasome subunit beta type-1
P49721,PSB2_HUMAN,PSMB2,Proteasome subunit beta type-2
P49720,PSB3_HUMAN,PSMB3,Proteasome subunit beta type-3
P28070,PSB4_HUMAN,PSMB4,Proteasome subunit beta type-4
P28074,PSB5_HUMAN,PSMB5,Proteasome subunit beta type-5
P28072,PSB6_HUMAN,PSMB6,Proteasome subunit beta type-6
Q99436,PSB7_HUMAN,PSMB7,Proteasome subunit beta type-7
P62191,PRS4_HUMAN,PSMC1,26S proteasome regulatory subunit 4
P35998,PRS7_HUMAN,PSMC2,26S proteasome regulatory subunit 7
P17980,PRS6A_HUMAN,PSMC3,26S proteasome regulatory subunit 6A
P43686,PRS6B_HUMAN,PSMC4,26S proteasome regulatory subunit 6B
P62195,PRS8_HUMAN,PSMC5,26S proteasome regulatory subunit 8
P62333,PRS10_HUMAN,PSMC6,26S proteasome regulatory subunit 10B
Q99460,PSMD1_HUMAN,PSMD1,26S proteasome non-ATPase regulatory subunit 1
O75832,PSD10_HUMAN,PSMD10,26S proteasome non-ATPase regulatory subunit 10
O00231,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11
O00232,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12
Q9UNM6,PSD13_HUMAN,PSMD13,26S proteasome non-ATPase regulatory subunit 13
O00487,PSDE_HUMAN,PSMD14,26S proteasome non-ATPase regulatory subunit 14
Q13200,PSMD2_HUMAN,PSMD2,26S proteasome non-ATPase regulatory subunit 2
O43242,PSMD3_HUMAN,PSMD3,26S proteasome non-ATPase regulatory subunit 3
P55036,PSMD4_HUMAN,PSMD4,26S proteasome non-ATPase regulatory subunit 4
Q15008,PSMD6_HUMAN,PSMD6,26S proteasome non-ATPase regulatory subunit 6
P51665,PSMD7_HUMAN,PSMD7,26S proteasome non-ATPase regulatory subunit 7
P48556,PSMD8_HUMAN,PSMD8,26S proteasome non-ATPase regulatory subunit 8
O00233,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9
Q06323,PSME1_HUMAN,PSME1,Proteasome activator complex subunit 1
Q9UL46,PSME2_HUMAN,PSME2,Proteasome activator complex subunit 2
Q14997,PSME4_HUMAN,PSME4,Proteasome activator complex subunit 4
Q92530,PSMF1_HUMAN,PSMF1,Proteasome inhibitor PI31 subunit
Q96EY7,PTCD3_HUMAN,PTCD3,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"
Q96BW5,PTER_HUMAN,PTER,Phosphotriesterase-related protein
Q9H7Z7,PGES2_HUMAN,PTGES2,Prostaglandin E synthase 2
Q15185,TEBP_HUMAN,PTGES3,Prostaglandin E synthase 3
Q14914,PTGR1_HUMAN,PTGR1,Prostaglandin reductase 1
Q8N8N7,PTGR2_HUMAN,PTGR2,Prostaglandin reductase 2
P06454,PTMA_HUMAN,PTMA,Prothymosin alpha
P20962,PTMS_HUMAN,PTMS,Parathymosin
Q15257,PTPA_HUMAN,PTPA,Serine/threonine-protein phosphatase 2A activator
Q06124,PTN11_HUMAN,PTPN11,Tyrosine-protein phosphatase non-receptor type 11
Q9Y3E5,PTH2_HUMAN,PTRH2,"Peptidyl-tRNA hydrolase 2, mitochondrial"
Q6GMV3,PTRD1_HUMAN,PTRHD1,Putative peptidyl-tRNA hydrolase PTRHD1
Q08623,HDHD1_HUMAN,PUDP,Pseudouridine-5'-phosphatase
Q9UHX1,PUF60_HUMAN,PUF60,Poly(U)-binding-splicing factor PUF60
Q00577,PURA_HUMAN,PURA,Transcriptional activator protein Pur-alpha
Q96QR8,PURB_HUMAN,PURB,Transcriptional activator protein Pur-beta
P20472,PRVA_HUMAN,PVALB,Parvalbumin alpha
P49023,PAXI_HUMAN,PXN,Paxillin
P11216,PYGB_HUMAN,PYGB,"Glycogen phosphorylase, brain form"
P06737,PYGL_HUMAN,PYGL,"Glycogen phosphorylase, liver form"
P11217,PYGM_HUMAN,PYGM,"Glycogen phosphorylase, muscle form"
Q96I23,PREY_HUMAN,PYURF,"Protein preY, mitochondrial"
P47897,SYQ_HUMAN,QARS1,Glutamine--tRNA ligase
P09417,DHPR_HUMAN,QDPR,Dihydropteridine reductase
Q96PU8,QKI_HUMAN,QKI,Protein quaking
P61026,RAB10_HUMAN,RAB10,Ras-related protein Rab-10
Q15907,RB11B_HUMAN,RAB11B,Ras-related protein Rab-11B
Q6IQ22,RAB12_HUMAN,RAB12,Ras-related protein Rab-12
P61106,RAB14_HUMAN,RAB14,Ras-related protein Rab-14
Q9NP72,RAB18_HUMAN,RAB18,Ras-related protein Rab-18
P62820,RAB1A_HUMAN,RAB1A,Ras-related protein Rab-1A
Q9H0U4,RAB1B_HUMAN,RAB1B,Ras-related protein Rab-1B
Q9UL25,RAB21_HUMAN,RAB21,Ras-related protein Rab-21
P61019,RAB2A_HUMAN,RAB2A,Ras-related protein Rab-2A
Q15286,RAB35_HUMAN,RAB35,Ras-related protein Rab-35
P61020,RAB5B_HUMAN,RAB5B,Ras-related protein Rab-5B
P51148,RAB5C_HUMAN,RAB5C,Ras-related protein Rab-5C
P20340,RAB6A_HUMAN,RAB6A,Ras-related protein Rab-6A
P51149,RAB7A_HUMAN,RAB7A,Ras-related protein Rab-7a
Q15276,RABE1_HUMAN,RABEP1,Rab GTPase-binding effector protein 1
Q92696,PGTA_HUMAN,RABGGTA,Geranylgeranyl transferase type-2 subunit alpha
Q5HYI8,RABL3_HUMAN,RABL3,Rab-like protein 3
P63000,RAC1_HUMAN,RAC1,Ras-related C3 botulinum toxin substrate 1
P63244,RACK1_HUMAN,RACK1,Receptor of activated protein C kinase 1
P54725,RD23A_HUMAN,RAD23A,UV excision repair protein RAD23 homolog A
P54727,RD23B_HUMAN,RAD23B,UV excision repair protein RAD23 homolog B
P11233,RALA_HUMAN,RALA,Ras-related protein Ral-A
P62826,RAN_HUMAN,RAN,GTP-binding nuclear protein Ran
P62834,RAP1A_HUMAN,RAP1A,Ras-related protein Rap-1A
P61224,RAP1B_HUMAN,RAP1B,Ras-related protein Rap-1b
P54136,SYRC_HUMAN,RARS1,"Arginine--tRNA ligase, cytoplasmic"
O43374,RASL2_HUMAN,RASA4,Ras GTPase-activating protein 4
Q16576,RBBP7_HUMAN,RBBP7,Histone-binding protein RBBP7
Q9H477,RBSK_HUMAN,RBKS,Ribokinase
P28749,RBL1_HUMAN,RBL1,Retinoblastoma-like protein 1
P98179,RBM3_HUMAN,RBM3,RNA-binding protein 3
P09455,RET1_HUMAN,RBP1,Retinol-binding protein 1
P02753,RET4_HUMAN,RBP4,Retinol-binding protein 4
Q6JBY9,CPZIP_HUMAN,RCSD1,CapZ-interacting protein
Q8TC12,RDH11_HUMAN,RDH11,Retinol dehydrogenase 11
Q8NBN7,RDH13_HUMAN,RDH13,Retinol dehydrogenase 13
Q9HBH5,RDH14_HUMAN,RDH14,Retinol dehydrogenase 14
P35241,RADI_HUMAN,RDX,Radixin
Q00765,REEP5_HUMAN,REEP5,Receptor expression-enhancing protein 5
O14924,RGS12_HUMAN,RGS12,Regulator of G-protein signaling 12
P61586,RHOA_HUMAN,RHOA,Transforming protein RhoA
P84095,RHOG_HUMAN,RHOG,Rho-related GTP-binding protein RhoG
P52758,RIDA_HUMAN,RIDA,2-iminobutanoate/2-iminopropanoate deaminase
Q96DB5,RMD1_HUMAN,RMDN1,Regulator of microtubule dynamics protein 1
Q9Y508,RN114_HUMAN,RNF114,E3 ubiquitin-protein ligase RNF114
Q5XPI4,RN123_HUMAN,RNF123,E3 ubiquitin-protein ligase RNF123
Q9P0P0,RN181_HUMAN,RNF181,E3 ubiquitin-protein ligase RNF181
Q9UBF6,RBX2_HUMAN,RNF7,RING-box protein 2
P13489,RINI_HUMAN,RNH1,Ribonuclease inhibitor
Q9H4A4,AMPB_HUMAN,RNPEP,Aminopeptidase B
P60602,ROMO1_HUMAN,ROMO1,Reactive oxygen species modulator 1
P27694,RFA1_HUMAN,RPA1,Replication protein A 70 kDa DNA-binding subunit
P15927,RFA2_HUMAN,RPA2,Replication protein A 32 kDa subunit
P35244,RFA3_HUMAN,RPA3,Replication protein A 14 kDa subunit
P27635,RL10_HUMAN,RPL10,60S ribosomal protein L10
P62906,RL10A_HUMAN,RPL10A,60S ribosomal protein L10a
P62913,RL11_HUMAN,RPL11,60S ribosomal protein L11
P30050,RL12_HUMAN,RPL12,60S ribosomal protein L12
P26373,RL13_HUMAN,RPL13,60S ribosomal protein L13
P40429,RL13A_HUMAN,RPL13A,60S ribosomal protein L13a
P50914,RL14_HUMAN,RPL14,60S ribosomal protein L14
P61313,RL15_HUMAN,RPL15,60S ribosomal protein L15
P18621,RL17_HUMAN,RPL17,60S ribosomal protein L17
Q07020,RL18_HUMAN,RPL18,60S ribosomal protein L18
Q02543,RL18A_HUMAN,RPL18A,60S ribosomal protein L18a
P84098,RL19_HUMAN,RPL19,60S ribosomal protein L19
P35268,RL22_HUMAN,RPL22,60S ribosomal protein L22
P62829,RL23_HUMAN,RPL23,60S ribosomal protein L23
P62750,RL23A_HUMAN,RPL23A,60S ribosomal protein L23a
P83731,RL24_HUMAN,RPL24,60S ribosomal protein L24
P61254,RL26_HUMAN,RPL26,60S ribosomal protein L26
P61353,RL27_HUMAN,RPL27,60S ribosomal protein L27
P46776,RL27A_HUMAN,RPL27A,60S ribosomal protein L27a
P46779,RL28_HUMAN,RPL28,60S ribosomal protein L28
P47914,RL29_HUMAN,RPL29,60S ribosomal protein L29
P39023,RL3_HUMAN,RPL3,60S ribosomal protein L3
P62888,RL30_HUMAN,RPL30,60S ribosomal protein L30
P62899,RL31_HUMAN,RPL31,60S ribosomal protein L31
P62910,RL32_HUMAN,RPL32,60S ribosomal protein L32
P49207,RL34_HUMAN,RPL34,60S ribosomal protein L34
P42766,RL35_HUMAN,RPL35,60S ribosomal protein L35
P18077,RL35A_HUMAN,RPL35A,60S ribosomal protein L35a
Q9Y3U8,RL36_HUMAN,RPL36,60S ribosomal protein L36
Q969Q0,RL36L_HUMAN,RPL36AL,60S ribosomal protein L36a-like
P61513,RL37A_HUMAN,RPL37A,60S ribosomal protein L37a
P63173,RL38_HUMAN,RPL38,60S ribosomal protein L38
Q92901,RL3L_HUMAN,RPL3L,60S ribosomal protein L3-like
P36578,RL4_HUMAN,RPL4,60S ribosomal protein L4
P46777,RL5_HUMAN,RPL5,60S ribosomal protein L5
Q02878,RL6_HUMAN,RPL6,60S ribosomal protein L6
P18124,RL7_HUMAN,RPL7,60S ribosomal protein L7
P62424,RL7A_HUMAN,RPL7A,60S ribosomal protein L7a
P62917,RL8_HUMAN,RPL8,60S ribosomal protein L8
P05388,RLA0_HUMAN,RPLP0,60S acidic ribosomal protein P0
P05386,RLA1_HUMAN,RPLP1,60S acidic ribosomal protein P1
P05387,RLA2_HUMAN,RPLP2,60S acidic ribosomal protein P2
P04843,RPN1_HUMAN,RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
P04844,RPN2_HUMAN,RPN2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
P46783,RS10_HUMAN,RPS10,40S ribosomal protein S10
P62280,RS11_HUMAN,RPS11,40S ribosomal protein S11
P25398,RS12_HUMAN,RPS12,40S ribosomal protein S12
P62277,RS13_HUMAN,RPS13,40S ribosomal protein S13
P62263,RS14_HUMAN,RPS14,40S ribosomal protein S14
P62841,RS15_HUMAN,RPS15,40S ribosomal protein S15
P62244,RS15A_HUMAN,RPS15A,40S ribosomal protein S15a
P62249,RS16_HUMAN,RPS16,40S ribosomal protein S16
P08708,RS17_HUMAN,RPS17,40S ribosomal protein S17
P62269,RS18_HUMAN,RPS18,40S ribosomal protein S18
P39019,RS19_HUMAN,RPS19,40S ribosomal protein S19
P15880,RS2_HUMAN,RPS2,40S ribosomal protein S2
P60866,RS20_HUMAN,RPS20,40S ribosomal protein S20
P63220,RS21_HUMAN,RPS21,40S ribosomal protein S21
P62266,RS23_HUMAN,RPS23,40S ribosomal protein S23
P62847,RS24_HUMAN,RPS24,40S ribosomal protein S24
P62851,RS25_HUMAN,RPS25,40S ribosomal protein S25
P62854,RS26_HUMAN,RPS26,40S ribosomal protein S26
P42677,RS27_HUMAN,RPS27,40S ribosomal protein S27
P62979,RS27A_HUMAN,RPS27A,Ubiquitin-40S ribosomal protein S27a
P62857,RS28_HUMAN,RPS28,40S ribosomal protein S28
P23396,RS3_HUMAN,RPS3,40S ribosomal protein S3
P61247,RS3A_HUMAN,RPS3A,40S ribosomal protein S3a
P62701,RS4X_HUMAN,RPS4X,"40S ribosomal protein S4, X isoform"
P46782,RS5_HUMAN,RPS5,40S ribosomal protein S5
P62753,RS6_HUMAN,RPS6,40S ribosomal protein S6
P51812,KS6A3_HUMAN,RPS6KA3,Ribosomal protein S6 kinase alpha-3
P62081,RS7_HUMAN,RPS7,40S ribosomal protein S7
P62241,RS8_HUMAN,RPS8,40S ribosomal protein S8
P46781,RS9_HUMAN,RPS9,40S ribosomal protein S9
P08865,RSSA_HUMAN,RPSA,40S ribosomal protein SA
P55042,RAD_HUMAN,RRAD,GTP-binding protein RAD
P10301,RRAS_HUMAN,RRAS,Ras-related protein R-Ras
P62070,RRAS2_HUMAN,RRAS2,Ras-related protein R-Ras2
Q7LG56,RIR2B_HUMAN,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B
Q15404,RSU1_HUMAN,RSU1,Ras suppressor protein 1
O00442,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase
Q9Y3I0,RTCB_HUMAN,RTCB,RNA-splicing ligase RtcB homolog
O75298,RTN2_HUMAN,RTN2,Reticulon-2
O95197,RTN3_HUMAN,RTN3,Reticulon-3
Q9NQC3,RTN4_HUMAN,RTN4,Reticulon-4
Q8WWV3,RT4I1_HUMAN,RTN4IP1,"Reticulon-4-interacting protein 1, mitochondrial"
Q9Y224,RTRAF_HUMAN,RTRAF,"RNA transcription, translation and transport factor protein"
Q9Y230,RUVB2_HUMAN,RUVBL2,RuvB-like 2
P21817,RYR1_HUMAN,RYR1,Ryanodine receptor 1
P23297,S10A1_HUMAN,S100A1,Protein S100-A1
P60903,S10AA_HUMAN,S100A10,Protein S100-A10
P31949,S10AB_HUMAN,S100A11,Protein S100-A11
Q99584,S10AD_HUMAN,S100A13,Protein S100-A13
Q96FQ6,S10AG_HUMAN,S100A16,Protein S100-A16
P26447,S10A4_HUMAN,S100A4,Protein S100-A4
P06703,S10A6_HUMAN,S100A6,Protein S100-A6
P05109,S10A8_HUMAN,S100A8,Protein S100-A8
P06702,S10A9_HUMAN,S100A9,Protein S100-A9
Q9UBE0,SAE1_HUMAN,SAE1,SUMO-activating enzyme subunit 1
Q9Y3Z3,SAMH1_HUMAN,SAMHD1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
Q9Y512,SAM50_HUMAN,SAMM50,Sorting and assembly machinery component 50 homolog
Q9NR31,SAR1A_HUMAN,SAR1A,GTP-binding protein SAR1a
Q9Y6B6,SAR1B_HUMAN,SAR1B,GTP-binding protein SAR1b
P82979,SARNP_HUMAN,SARNP,SAP domain-containing ribonucleoprotein
P49591,SYSC_HUMAN,SARS1,"Serine--tRNA ligase, cytoplasmic"
Q9NP81,SYSM_HUMAN,SARS2,"Serine--tRNA ligase, mitochondrial"
Q9Y3A5,SBDS_HUMAN,SBDS,Ribosome maturation protein SBDS
Q14108,SCRB2_HUMAN,SCARB2,Lysosome membrane protein 2
Q8NBX0,SCPDL_HUMAN,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase
Q8WVM8,SCFD1_HUMAN,SCFD1,Sec1 family domain-containing protein 1
O75880,SCO1_HUMAN,SCO1,"Protein SCO1 homolog, mitochondrial"
P22307,NLTP_HUMAN,SCP2,Non-specific lipid-transfer protein
Q96FV2,SCRN2_HUMAN,SCRN2,Secernin-2
Q0VDG4,SCRN3_HUMAN,SCRN3,Secernin-3
P31040,SDHA_HUMAN,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
P21912,SDHB_HUMAN,SDHB,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
Q99643,C560_HUMAN,SDHC,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial"
O14521,DHSD_HUMAN,SDHD,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
Q9NRG7,D39U1_HUMAN,SDR39U1,Epimerase family protein SDR39U1
P55735,SEC13_HUMAN,SEC13,Protein SEC13 homolog
O75396,SC22B_HUMAN,SEC22B,Vesicle-trafficking protein SEC22b
Q15436,SC23A_HUMAN,SEC23A,Protein transport protein Sec23A
Q9Y6Y8,S23IP_HUMAN,SEC23IP,SEC23-interacting protein
P53992,SC24C_HUMAN,SEC24C,Protein transport protein Sec24C
O94979,SC31A_HUMAN,SEC31A,Protein transport protein Sec31A
P61619,S61A1_HUMAN,SEC61A1,Protein transport protein Sec61 subunit alpha isoform 1
P60468,SC61B_HUMAN,SEC61B,Protein transport protein Sec61 subunit beta
Q13228,SBP1_HUMAN,SELENBP1,Methanethiol oxidase
O60613,SEP15_HUMAN,SELENOF,Selenoprotein F
P63302,SELW_HUMAN,SELENOW,Selenoprotein W
Q9NVA2,SEP11_HUMAN,SEPTIN11,Septin-11
Q15019,SEPT2_HUMAN,SEPTIN2,Septin-2
Q16181,SEPT7_HUMAN,SEPTIN7,Septin-7
Q9UHD8,SEPT9_HUMAN,SEPTIN9,Septin-9
Q8NC51,PAIRB_HUMAN,SERBP1,Plasminogen activator inhibitor 1 RNA-binding protein
P30740,ILEU_HUMAN,SERPINB1,Leukocyte elastase inhibitor
P35237,SPB6_HUMAN,SERPINB6,Serpin B6
P36955,PEDF_HUMAN,SERPINF1,Pigment epithelium-derived factor
P08697,A2AP_HUMAN,SERPINF2,Alpha-2-antiplasmin
P05155,IC1_HUMAN,SERPING1,Plasma protease C1 inhibitor
P50454,SERPH_HUMAN,SERPINH1,Serpin H1
Q9Y6P5,SESN1_HUMAN,SESN1,Sestrin-1
Q01105,SET_HUMAN,SET,Protein SET
Q8WTS6,SETD7_HUMAN,SETD7,Histone-lysine N-methyltransferase SETD7
Q15637,SF01_HUMAN,SF1,Splicing factor 1
Q13435,SF3B2_HUMAN,SF3B2,Splicing factor 3B subunit 2
P23246,SFPQ_HUMAN,SFPQ,"Splicing factor, proline- and glutamine-rich"
Q9H9B4,SFXN1_HUMAN,SFXN1,Sideroflexin-1
Q6P4A7,SFXN4_HUMAN,SFXN4,Sideroflexin-4
Q16586,SGCA_HUMAN,SGCA,Alpha-sarcoglycan
Q16585,SGCB_HUMAN,SGCB,Beta-sarcoglycan
Q92629,SGCD_HUMAN,SGCD,Delta-sarcoglycan
Q13326,SGCG_HUMAN,SGCG,Gamma-sarcoglycan
O43765,SGTA_HUMAN,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha
P55822,SH3BG_HUMAN,SH3BGR,SH3 domain-binding glutamic acid-rich protein
O75368,SH3L1_HUMAN,SH3BGRL,SH3 domain-binding glutamic acid-rich-like protein
Q9H299,SH3L3_HUMAN,SH3BGRL3,SH3 domain-binding glutamic acid-rich-like protein 3
Q9Y371,SHLB1_HUMAN,SH3GLB1,Endophilin-B1
Q9NR46,SHLB2_HUMAN,SH3GLB2,Endophilin-B2
P34896,GLYC_HUMAN,SHMT1,"Serine hydroxymethyltransferase, cytosolic"
P34897,GLYM_HUMAN,SHMT2,"Serine hydroxymethyltransferase, mitochondrial"
Q9NTG7,SIR3_HUMAN,SIRT3,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial"
Q9NXA8,SIR5_HUMAN,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
P63208,SKP1_HUMAN,SKP1,S-phase kinase-associated protein 1
P53985,MOT1_HUMAN,SLC16A1,Monocarboxylate transporter 1
O15427,MOT4_HUMAN,SLC16A3,Monocarboxylate transporter 4
P43007,SATT_HUMAN,SLC1A4,Neutral amino acid transporter A
Q08357,S20A2_HUMAN,SLC20A2,Sodium-dependent phosphate transporter 2
